student_id,pref_0,pref_1,pref_2,pref_3,pref_4
0,2,1,3,4,0
1,4,2,0,3,1
2,2,3,0,4,1
3,2,3,0,1,4
4,2,3,0,1,4
5,1,0,3,4,2
6,2,1,0,4,3
7,4,0,2,1,3
8,2,3,1,0,4
9,4,2,0,1,3
10,4,2,0,3,1
11,4,3,2,0,1
12,4,1,2,0,3
13,4,2,0,1,3
14,4,2,3,0,1
15,4,2,1,3,0
16,1,4,0,2,3
17,1,2,4,0,3
18,3,1,2,0,4
19,1,3,4,2,0
20,3,0,2,1,4
21,2,1,0,4,3
22,0,3,4,1,2
23,4,1,2,0,3
24,0,3,1,2,4
25,4,1,2,0,3
26,1,2,0,3,4
27,2,3,1,4,0
28,1,4,0,2,3
29,2,0,1,3,4
30,3,4,0,2,1
31,1,0,4,3,2
32,3,4,0,1,2
33,0,3,1,4,2
34,3,4,2,1,0
35,3,0,2,4,1
36,1,0,3,2,4
37,1,0,2,4,3
38,4,3,2,0,1
39,3,1,0,4,2
40,0,4,2,3,1
41,4,2,3,0,1
42,3,1,2,4,0
43,3,4,2,1,0
44,0,3,4,1,2
45,1,4,2,0,3
46,3,0,2,1,4
47,4,2,1,3,0
48,3,1,4,0,2
49,2,4,1,0,3
50,4,1,2,0,3
51,1,4,2,3,0
52,2,3,4,1,0
53,4,0,3,1,2
54,1,0,3,4,2
55,4,1,0,2,3
56,0,1,3,4,2
57,3,4,2,0,1
58,2,3,4,1,0
59,4,3,1,2,0
60,2,0,3,1,4
61,4,3,2,1,0
62,4,1,3,2,0
63,2,4,0,3,1
64,4,1,3,2,0
65,4,1,2,3,0
66,2,0,3,4,1
67,1,3,0,4,2
68,1,0,2,3,4
69,1,0,2,4,3
70,3,1,0,2,4
71,3,4,0,2,1
72,4,3,0,2,1
73,0,3,2,4,1
74,2,0,4,1,3
75,4,0,1,3,2
76,4,2,1,0,3
77,4,3,1,2,0
78,0,2,1,3,4
79,2,4,3,1,0
80,4,1,2,3,0
81,4,2,0,1,3
82,4,0,1,2,3
83,0,3,1,2,4
84,4,1,3,0,2
85,4,1,2,3,0
86,4,1,0,2,3
87,2,3,0,1,4
88,3,2,0,4,1
89,3,2,1,4,0
90,1,0,4,3,2
91,2,4,1,3,0
92,1,2,0,4,3
93,0,3,1,2,4
94,3,0,4,1,2
95,4,2,3,0,1
96,2,1,3,0,4
97,2,1,3,0,4
98,2,1,4,3,0
99,3,1,4,0,2
