student_id,pref_0,pref_1,pref_2,pref_3,pref_4
0,2,3,4,0,1
1,2,4,3,1,0
2,3,1,0,2,4
3,1,3,0,4,2
4,3,1,2,0,4
5,2,0,1,3,4
6,0,3,1,4,2
7,1,0,2,3,4
8,1,2,3,0,4
9,3,1,0,2,4
10,0,3,4,2,1
11,4,3,1,0,2
12,2,3,0,1,4
13,2,0,1,3,4
14,2,0,1,3,4
15,1,3,0,2,4
16,3,1,0,4,2
17,4,1,3,2,0
18,3,1,2,4,0
19,1,3,0,4,2
20,2,0,3,1,4
21,1,2,3,4,0
22,4,0,3,2,1
23,4,0,1,3,2
24,0,4,2,1,3
25,3,0,2,4,1
26,1,2,0,3,4
27,1,3,0,2,4
28,1,4,3,0,2
29,0,2,4,3,1
30,3,0,4,1,2
31,0,1,2,4,3
32,2,4,1,3,0
33,0,2,3,4,1
34,0,3,4,2,1
35,4,2,1,3,0
36,4,3,1,2,0
37,4,3,0,2,1
38,3,0,4,1,2
39,3,2,0,1,4
40,1,4,3,0,2
41,1,0,3,4,2
42,3,4,2,0,1
43,1,0,2,3,4
44,0,1,2,4,3
45,1,2,0,4,3
46,1,2,3,0,4
47,2,0,4,3,1
48,0,3,1,4,2
49,3,0,4,2,1
50,0,1,3,4,2
51,1,4,3,0,2
52,4,3,1,0,2
53,1,4,2,3,0
54,0,1,2,3,4
55,4,1,2,0,3
56,3,1,4,0,2
57,4,3,1,0,2
58,1,4,0,2,3
59,3,4,1,2,0
60,0,4,1,2,3
61,4,0,1,2,3
62,0,1,2,3,4
63,3,0,2,4,1
64,3,0,4,1,2
65,1,3,0,2,4
66,1,2,4,3,0
67,4,3,0,1,2
68,0,2,3,4,1
69,4,1,0,3,2
70,3,2,0,1,4
71,1,3,2,4,0
72,3,0,1,2,4
73,0,2,4,3,1
74,2,4,1,3,0
75,2,3,1,0,4
76,1,0,4,2,3
77,2,1,4,3,0
78,2,1,4,0,3
79,2,1,0,4,3
80,3,1,4,2,0
81,4,1,2,0,3
82,4,0,1,2,3
83,0,3,4,2,1
84,1,3,0,2,4
85,1,4,0,2,3
86,2,1,3,4,0
87,0,4,2,1,3
88,1,4,3,2,0
89,2,4,0,3,1
90,1,3,4,2,0
91,2,3,1,0,4
92,3,1,0,4,2
93,0,2,4,1,3
94,2,1,3,0,4
95,0,3,1,4,2
96,3,1,0,2,4
97,1,2,3,0,4
98,3,0,1,4,2
99,4,0,2,3,1
