student_id,pref_0,pref_1,pref_2,pref_3,pref_4
0,4,0,1,2,3
1,2,1,3,4,0
2,3,4,1,2,0
3,3,0,1,4,2
4,2,1,3,0,4
5,1,3,0,4,2
6,0,2,3,1,4
7,3,4,0,1,2
8,3,0,2,1,4
9,1,4,2,0,3
10,3,2,4,1,0
11,4,0,1,3,2
12,0,1,3,2,4
13,4,2,0,3,1
14,1,3,0,4,2
15,3,1,0,4,2
16,0,2,1,3,4
17,3,1,4,2,0
18,1,0,2,4,3
19,3,0,4,1,2
20,1,3,4,2,0
21,0,2,3,1,4
22,1,0,2,3,4
23,4,1,2,0,3
24,3,1,4,2,0
25,4,2,0,1,3
26,1,2,4,3,0
27,2,3,0,1,4
28,4,3,0,1,2
29,3,4,2,0,1
30,2,0,4,3,1
31,1,0,4,3,2
32,3,0,1,4,2
33,2,4,3,1,0
34,0,1,2,3,4
35,3,2,0,1,4
36,0,2,4,1,3
37,1,3,2,0,4
38,1,4,2,0,3
39,0,3,2,1,4
40,1,2,3,4,0
41,0,1,3,4,2
42,2,0,1,4,3
43,0,3,4,1,2
44,2,4,1,0,3
45,1,0,3,4,2
46,0,3,1,2,4
47,0,3,1,2,4
48,3,2,1,0,4
49,3,2,1,0,4
50,0,2,1,3,4
51,3,4,1,2,0
52,2,4,1,0,3
53,1,3,4,2,0
54,4,2,3,1,0
55,4,3,0,2,1
56,1,2,0,4,3
57,4,2,0,1,3
58,2,0,3,4,1
59,4,3,1,0,2
60,2,3,0,1,4
61,3,0,2,1,4
62,4,1,0,3,2
63,1,4,0,2,3
64,4,0,1,3,2
65,2,4,3,0,1
66,0,3,2,1,4
67,3,2,1,4,0
68,2,4,0,3,1
69,0,2,1,4,3
70,1,4,3,0,2
71,3,2,4,0,1
72,4,2,1,0,3
73,2,4,3,1,0
74,1,4,0,3,2
75,2,0,3,4,1
76,0,4,1,3,2
77,2,4,0,3,1
78,2,3,4,0,1
79,3,4,2,1,0
80,3,1,4,0,2
81,3,4,1,0,2
82,0,3,2,1,4
83,4,3,1,0,2
84,3,1,0,4,2
85,4,3,2,1,0
86,4,3,0,1,2
87,2,1,4,0,3
88,4,2,1,0,3
89,3,0,2,4,1
90,4,1,3,0,2
91,1,0,2,3,4
92,4,3,1,2,0
93,4,3,1,2,0
94,4,0,1,3,2
95,3,0,4,2,1
96,1,3,4,0,2
97,4,0,1,3,2
98,2,3,0,1,4
99,1,4,3,0,2
