student_id,pref_0,pref_1,pref_2,pref_3,pref_4
0,3,2,1,0,4
1,1,2,0,4,3
2,4,2,1,3,0
3,4,0,1,2,3
4,1,0,2,4,3
5,4,2,0,1,3
6,3,1,2,0,4
7,2,1,4,3,0
8,1,3,4,0,2
9,3,2,1,0,4
10,3,0,4,2,1
11,0,3,2,1,4
12,2,1,4,3,0
13,2,0,3,1,4
14,1,2,3,4,0
15,2,3,4,1,0
16,0,3,1,4,2
17,0,3,2,4,1
18,0,4,1,3,2
19,2,1,3,4,0
20,1,3,0,4,2
21,1,0,3,4,2
22,2,3,0,4,1
23,0,3,1,2,4
24,3,0,1,4,2
25,0,4,1,2,3
26,2,4,0,3,1
27,2,0,4,3,1
28,2,0,4,1,3
29,2,0,3,1,4
30,2,4,3,0,1
31,2,4,1,3,0
32,4,2,3,0,1
33,4,2,3,0,1
34,1,4,2,0,3
35,0,4,3,1,2
36,1,3,2,4,0
37,4,1,3,0,2
38,3,4,0,2,1
39,0,4,3,1,2
40,1,3,2,0,4
41,1,0,2,4,3
42,3,4,2,1,0
43,1,4,2,0,3
44,4,3,2,1,0
45,1,4,2,3,0
46,1,0,3,2,4
47,0,4,3,1,2
48,0,3,2,1,4
49,4,0,3,2,1
50,4,2,0,1,3
51,1,2,0,3,4
52,1,3,2,4,0
53,3,0,1,2,4
54,2,3,1,4,0
55,4,2,0,1,3
56,3,1,0,2,4
57,1,4,2,3,0
58,1,2,0,4,3
59,0,4,3,2,1
60,4,3,2,0,1
61,1,4,0,2,3
62,4,0,1,2,3
63,1,4,2,0,3
64,0,1,3,4,2
65,3,1,0,4,2
66,0,1,3,2,4
67,2,0,3,1,4
68,1,2,0,3,4
69,3,1,0,4,2
70,1,0,2,3,4
71,0,2,4,3,1
72,3,2,4,0,1
73,2,4,0,3,1
74,2,1,0,4,3
75,1,0,3,4,2
76,2,3,1,4,0
77,0,4,1,2,3
78,0,3,4,1,2
79,1,0,4,2,3
80,2,3,0,1,4
81,3,1,0,2,4
82,1,3,2,4,0
83,4,2,0,1,3
84,0,3,2,4,1
85,2,4,3,1,0
86,0,3,4,2,1
87,3,2,1,4,0
88,0,3,1,4,2
89,0,2,1,4,3
90,0,1,2,4,3
91,3,4,0,2,1
92,4,0,1,3,2
93,3,1,2,0,4
94,3,2,1,0,4
95,1,2,3,0,4
96,3,4,1,0,2
97,2,3,4,1,0
98,2,3,1,0,4
99,1,0,4,2,3
