student_id,pref_0,pref_1,pref_2,pref_3,pref_4
0,0,2,3,4,1
1,2,4,3,0,1
2,4,2,1,3,0
3,4,0,1,3,2
4,2,1,4,0,3
5,1,2,4,0,3
6,0,3,4,2,1
7,2,1,3,0,4
8,2,1,3,0,4
9,3,1,2,4,0
10,2,1,4,0,3
11,2,3,0,4,1
12,2,3,1,4,0
13,2,3,4,1,0
14,4,2,1,3,0
15,4,3,0,2,1
16,3,2,0,4,1
17,4,3,2,0,1
18,1,3,2,0,4
19,0,3,4,2,1
20,2,4,1,0,3
21,4,1,3,2,0
22,4,1,0,3,2
23,0,3,4,1,2
24,3,4,1,2,0
25,3,1,0,2,4
26,2,0,4,3,1
27,2,1,3,0,4
28,1,2,3,4,0
29,4,1,2,3,0
30,4,0,1,3,2
31,3,0,4,1,2
32,1,0,3,4,2
33,3,4,1,0,2
34,3,4,2,1,0
35,3,4,1,2,0
36,4,2,1,0,3
37,4,2,0,3,1
38,3,2,4,1,0
39,3,1,0,4,2
40,1,2,3,4,0
41,3,1,4,2,0
42,0,3,2,1,4
43,2,3,4,0,1
44,1,2,0,3,4
45,2,4,3,0,1
46,3,2,4,0,1
47,2,0,4,1,3
48,2,3,1,0,4
49,3,4,0,1,2
50,3,4,2,0,1
51,3,4,1,2,0
52,3,4,0,2,1
53,4,0,1,2,3
54,3,0,1,2,4
55,1,2,3,0,4
56,1,2,0,3,4
57,3,4,0,1,2
58,1,0,2,4,3
59,2,1,4,0,3
60,1,3,4,0,2
61,2,0,1,4,3
62,0,1,2,4,3
63,0,3,4,1,2
64,3,1,2,4,0
65,1,2,4,0,3
66,3,0,1,2,4
67,1,0,3,2,4
68,1,4,2,3,0
69,2,0,4,3,1
70,3,4,1,0,2
71,1,0,4,2,3
72,4,3,0,2,1
73,2,1,3,4,0
74,2,0,1,3,4
75,3,2,4,1,0
76,1,0,4,3,2
77,4,3,2,0,1
78,3,4,2,1,0
79,2,4,3,1,0
80,2,0,4,3,1
81,0,4,1,2,3
82,4,0,2,1,3
83,2,4,3,0,1
84,1,0,4,3,2
85,0,2,4,3,1
86,2,0,4,3,1
87,0,3,1,2,4
88,1,4,0,3,2
89,4,3,0,2,1
90,0,1,4,3,2
91,4,1,3,2,0
92,1,2,4,0,3
93,0,4,1,2,3
94,2,4,1,0,3
95,0,1,2,4,3
96,0,2,4,3,1
97,0,2,3,1,4
98,4,2,0,1,3
99,0,4,1,2,3
