student_id,pref_0,pref_1,pref_2,pref_3,pref_4
0,4,0,3,1,2
1,3,1,0,2,4
2,2,0,3,1,4
3,0,3,2,4,1
4,3,2,1,4,0
5,4,0,1,3,2
6,3,1,2,0,4
7,1,4,3,0,2
8,4,1,0,3,2
9,0,2,3,1,4
10,2,1,3,0,4
11,2,3,0,1,4
12,2,3,4,1,0
13,3,1,2,0,4
14,0,4,2,3,1
15,0,2,4,3,1
16,1,2,3,0,4
17,0,4,1,3,2
18,4,2,1,0,3
19,4,0,2,1,3
20,4,0,2,1,3
21,1,2,0,3,4
22,3,2,0,4,1
23,3,0,2,4,1
24,4,1,0,3,2
25,0,3,2,4,1
26,1,4,0,2,3
27,0,1,4,3,2
28,0,4,2,3,1
29,0,1,2,3,4
30,0,1,4,2,3
31,2,4,0,3,1
32,3,2,0,1,4
33,2,4,0,1,3
34,4,1,2,3,0
35,4,1,0,2,3
36,2,0,3,4,1
37,3,2,0,1,4
38,2,0,3,4,1
39,3,1,4,0,2
40,1,2,0,4,3
41,2,4,0,3,1
42,0,3,4,2,1
43,1,2,4,3,0
44,1,3,0,4,2
45,0,3,2,1,4
46,0,2,3,4,1
47,3,4,1,2,0
48,4,3,0,2,1
49,0,3,2,4,1
50,4,1,2,0,3
51,3,1,0,2,4
52,2,4,3,0,1
53,3,0,2,1,4
54,3,1,2,4,0
55,0,1,4,3,2
56,2,1,0,4,3
57,3,2,1,0,4
58,1,4,0,3,2
59,3,2,1,0,4
60,0,1,2,3,4
61,2,3,1,4,0
62,2,1,0,3,4
63,4,0,1,3,2
64,3,1,2,0,4
65,4,0,2,1,3
66,4,3,2,1,0
67,1,2,4,0,3
68,4,3,0,2,1
69,0,2,1,4,3
70,0,4,3,2,1
71,4,1,0,2,3
72,4,1,3,2,0
73,2,4,3,1,0
74,3,1,4,2,0
75,1,4,2,3,0
76,0,1,2,3,4
77,3,2,1,0,4
78,2,1,0,4,3
79,3,1,4,2,0
80,4,1,2,3,0
81,4,3,0,1,2
82,3,4,0,2,1
83,4,3,2,0,1
84,2,4,1,3,0
85,1,2,4,0,3
86,3,4,1,0,2
87,2,4,0,3,1
88,3,1,2,0,4
89,0,2,4,3,1
90,4,3,0,1,2
91,4,0,3,1,2
92,1,4,2,3,0
93,3,0,4,1,2
94,2,4,0,3,1
95,4,2,3,0,1
96,0,3,1,2,4
97,3,2,0,4,1
98,3,1,4,2,0
99,3,0,4,1,2
100,2,1,0,3,4
101,0,4,2,3,1
102,2,3,4,1,0
103,4,1,2,3,0
104,2,1,0,3,4
105,0,2,1,3,4
106,3,1,4,2,0
107,1,0,2,3,4
108,0,1,3,4,2
109,1,0,2,4,3
110,4,0,1,3,2
111,0,1,3,2,4
112,3,1,0,2,4
113,4,1,0,2,3
114,4,1,0,2,3
115,0,4,2,3,1
116,2,0,1,3,4
117,1,4,3,2,0
118,0,3,1,4,2
119,3,0,2,1,4
120,4,1,0,3,2
121,3,4,2,0,1
122,3,0,4,1,2
123,4,1,2,3,0
124,0,3,4,1,2
125,2,4,3,0,1
126,0,3,2,4,1
127,3,4,1,2,0
128,1,0,4,3,2
129,0,1,3,2,4
130,4,2,3,1,0
131,0,2,4,1,3
132,4,1,0,2,3
133,2,4,0,1,3
134,1,0,2,4,3
135,3,4,2,0,1
136,2,1,4,0,3
137,3,4,0,1,2
138,4,0,2,1,3
139,1,0,2,4,3
140,3,4,0,1,2
141,3,1,0,2,4
142,0,1,3,4,2
143,1,4,2,0,3
144,3,2,0,4,1
145,1,4,3,2,0
146,3,0,4,2,1
147,3,4,1,2,0
148,1,3,4,0,2
149,4,1,0,3,2
150,2,0,1,4,3
151,3,1,0,4,2
152,4,0,3,2,1
153,2,4,1,3,0
154,3,4,2,1,0
155,3,2,0,1,4
156,0,1,4,2,3
157,4,0,1,3,2
158,4,2,0,1,3
159,1,2,3,0,4
160,2,4,1,0,3
161,3,0,4,1,2
162,4,2,0,1,3
163,3,4,2,1,0
164,0,4,1,3,2
165,0,1,3,2,4
166,2,1,0,3,4
167,4,1,0,2,3
168,2,4,0,1,3
169,0,3,4,1,2
170,3,2,0,1,4
171,3,0,4,1,2
172,3,1,0,2,4
173,3,0,4,1,2
174,0,4,3,1,2
175,3,2,1,0,4
176,3,1,0,2,4
177,1,0,3,4,2
178,3,2,4,1,0
179,4,1,2,3,0
180,1,4,3,0,2
181,2,3,4,0,1
182,2,4,0,3,1
183,3,1,4,2,0
184,1,2,3,4,0
185,4,2,0,3,1
186,4,0,2,1,3
187,2,1,3,0,4
188,1,3,2,4,0
189,2,1,3,0,4
190,0,3,4,1,2
191,1,3,4,0,2
192,3,4,0,2,1
193,2,1,0,3,4
194,2,4,3,0,1
195,3,4,0,1,2
196,3,0,1,4,2
197,1,2,4,3,0
198,0,1,2,4,3
199,3,0,2,1,4
200,4,0,2,1,3
201,2,0,1,3,4
202,1,4,0,2,3
203,3,4,1,0,2
204,2,4,0,1,3
205,4,3,2,1,0
206,0,3,1,4,2
207,2,4,0,1,3
208,2,0,3,4,1
209,0,1,3,4,2
210,3,0,2,4,1
211,2,3,4,0,1
212,1,0,4,2,3
213,0,3,4,1,2
214,0,4,2,1,3
215,2,4,1,3,0
216,2,3,1,0,4
217,4,3,0,1,2
218,1,4,3,2,0
219,3,4,2,0,1
220,0,1,4,2,3
221,0,4,2,1,3
222,4,3,0,1,2
223,4,0,2,3,1
224,4,3,1,2,0
225,1,3,0,2,4
226,0,3,4,2,1
227,4,2,3,1,0
228,0,1,2,3,4
229,3,4,1,0,2
230,4,0,3,2,1
231,3,2,1,0,4
232,3,1,2,4,0
233,2,3,0,1,4
234,3,4,1,0,2
235,3,1,0,4,2
236,1,3,2,0,4
237,2,1,0,3,4
