student_id,pref_0,pref_1,pref_2,pref_3,pref_4
0,3,4,0,2,1
1,1,0,3,4,2
2,2,0,3,4,1
3,1,4,3,0,2
4,2,0,1,4,3
5,4,3,1,2,0
6,0,2,4,3,1
7,3,2,0,1,4
8,4,0,3,2,1
9,1,0,4,3,2
10,2,0,3,4,1
11,2,3,4,0,1
12,2,0,3,4,1
13,2,3,4,1,0
14,4,3,1,0,2
15,4,3,2,0,1
16,2,0,4,1,3
17,4,2,3,1,0
18,4,2,0,1,3
19,0,4,1,2,3
20,1,3,2,4,0
21,4,3,0,2,1
22,0,3,1,4,2
23,2,3,4,1,0
24,0,1,3,4,2
25,2,0,3,4,1
26,2,1,4,0,3
27,0,2,3,4,1
28,1,4,2,0,3
29,1,2,3,4,0
30,0,4,2,1,3
31,3,2,0,4,1
32,2,4,0,1,3
33,1,2,0,4,3
34,2,1,0,4,3
35,3,1,4,2,0
36,4,3,0,1,2
37,4,0,2,1,3
38,3,2,1,0,4
39,1,4,3,0,2
40,3,2,0,1,4
41,1,3,4,2,0
42,4,1,0,2,3
43,3,2,1,4,0
44,2,3,1,4,0
45,1,3,2,0,4
46,1,2,0,4,3
47,3,1,2,0,4
48,3,0,1,4,2
49,0,2,4,1,3
50,2,3,4,1,0
51,0,3,1,2,4
52,0,3,1,2,4
53,4,1,0,3,2
54,3,2,0,4,1
55,0,1,2,4,3
56,1,2,4,0,3
57,1,2,0,4,3
58,2,0,1,4,3
59,4,1,0,3,2
60,0,3,4,1,2
61,1,4,3,2,0
62,2,4,3,0,1
63,2,3,1,4,0
64,1,2,0,4,3
65,4,2,0,3,1
66,4,0,2,3,1
67,1,3,2,0,4
68,3,2,1,4,0
69,4,0,3,2,1
70,4,1,0,2,3
71,1,2,0,4,3
72,2,4,3,0,1
73,4,2,3,1,0
74,4,3,1,2,0
75,2,0,4,3,1
76,1,0,3,4,2
77,1,0,4,3,2
78,4,1,0,3,2
79,4,1,3,2,0
80,0,3,4,2,1
