student_id,pref_0,pref_1,pref_2,pref_3,pref_4
0,3,2,1,0,4
1,1,2,0,4,3
2,4,2,1,3,0
3,4,0,1,2,3
4,1,0,2,4,3
5,4,2,0,1,3
6,3,1,2,0,4
7,2,1,4,3,0
8,1,3,4,0,2
9,3,2,1,0,4
10,3,0,4,2,1
11,0,3,2,1,4
12,2,1,4,3,0
13,2,0,3,1,4
14,1,2,3,4,0
15,2,3,4,1,0
16,0,3,1,4,2
17,0,3,2,4,1
18,0,4,1,3,2
19,2,1,3,4,0
20,1,3,0,4,2
21,1,0,3,4,2
22,2,3,0,4,1
23,0,3,1,2,4
24,3,0,1,4,2
25,0,4,1,2,3
26,2,4,0,3,1
27,2,0,4,3,1
28,2,0,4,1,3
29,2,0,3,1,4
30,2,4,3,0,1
31,2,4,1,3,0
32,4,2,3,0,1
33,4,2,3,0,1
34,1,4,2,0,3
35,0,4,3,1,2
36,1,3,2,4,0
37,4,1,3,0,2
38,3,4,0,2,1
39,0,4,3,1,2
40,1,3,2,0,4
41,1,0,2,4,3
42,3,4,2,1,0
43,1,4,2,0,3
44,4,3,2,1,0
45,1,4,2,3,0
46,1,0,3,2,4
47,0,4,3,1,2
48,0,3,2,1,4
49,4,0,3,2,1
50,4,2,0,1,3
51,1,2,0,3,4
52,1,3,2,4,0
53,3,0,1,2,4
54,2,3,1,4,0
55,4,2,0,1,3
56,3,1,0,2,4
57,1,4,2,3,0
58,1,2,0,4,3
59,0,4,3,2,1
60,4,3,2,0,1
61,1,4,0,2,3
62,4,0,1,2,3
63,1,4,2,0,3
64,0,1,3,4,2
65,3,1,0,4,2
66,0,1,3,2,4
67,2,0,3,1,4
68,1,2,0,3,4
69,3,1,0,4,2
70,1,0,2,3,4
71,0,2,4,3,1
72,3,2,4,0,1
73,2,4,0,3,1
74,2,1,0,4,3
75,1,0,3,4,2
76,2,3,1,4,0
77,0,4,1,2,3
78,0,3,4,1,2
79,1,0,4,2,3
80,2,3,0,1,4
81,3,1,0,2,4
82,1,3,2,4,0
83,4,2,0,1,3
84,0,3,2,4,1
85,2,4,3,1,0
86,0,3,4,2,1
87,3,2,1,4,0
88,0,3,1,4,2
89,0,2,1,4,3
90,0,1,2,4,3
91,3,4,0,2,1
92,4,0,1,3,2
93,3,1,2,0,4
94,3,2,1,0,4
95,1,2,3,0,4
96,3,4,1,0,2
97,2,3,4,1,0
98,2,3,1,0,4
99,1,0,4,2,3
100,0,3,4,2,1
101,1,4,2,3,0
102,3,1,2,0,4
103,3,2,1,0,4
104,1,3,2,0,4
105,0,4,1,3,2
106,3,0,1,4,2
107,0,4,1,2,3
108,2,0,3,1,4
109,1,3,2,4,0
110,1,0,2,4,3
111,0,4,2,1,3
112,0,3,2,4,1
113,0,1,4,2,3
114,1,2,3,4,0
115,0,2,3,4,1
116,1,2,4,0,3
117,3,2,4,0,1
118,2,0,1,4,3
119,2,0,3,4,1
120,3,4,1,0,2
121,2,4,0,3,1
122,1,3,4,2,0
123,0,1,4,3,2
124,0,2,1,4,3
125,4,0,2,3,1
126,3,4,2,0,1
127,3,4,2,0,1
128,2,0,1,3,4
129,4,3,2,1,0
130,1,0,3,4,2
131,4,1,2,0,3
132,2,1,0,4,3
133,0,2,4,1,3
134,0,4,3,2,1
135,4,2,0,3,1
136,2,1,0,4,3
137,0,2,1,4,3
138,3,2,1,4,0
139,3,2,4,1,0
140,3,2,0,1,4
141,2,4,0,1,3
142,1,4,3,2,0
143,4,3,2,1,0
144,2,0,3,1,4
145,1,2,4,3,0
146,0,2,3,4,1
147,1,0,2,4,3
148,3,4,0,2,1
149,4,2,3,1,0
150,2,3,0,1,4
151,4,3,1,2,0
152,1,0,2,4,3
153,0,3,1,4,2
154,4,2,0,3,1
155,0,2,3,1,4
156,0,2,3,4,1
157,0,2,1,3,4
158,3,0,1,4,2
159,1,3,4,2,0
160,1,2,3,4,0
161,4,1,3,2,0
162,3,1,0,2,4
163,1,2,0,3,4
164,1,3,2,4,0
165,1,2,3,0,4
166,2,1,0,3,4
167,2,0,4,1,3
168,0,4,2,1,3
169,0,2,3,4,1
170,1,2,0,3,4
171,2,0,1,4,3
172,4,1,0,2,3
173,2,1,0,3,4
174,4,3,2,1,0
175,2,1,3,4,0
176,1,0,4,3,2
177,1,0,3,4,2
178,0,1,2,3,4
179,0,3,1,2,4
180,1,0,4,2,3
181,2,4,3,0,1
182,4,1,3,0,2
183,4,3,1,0,2
184,1,2,4,3,0
185,0,4,3,1,2
186,1,0,2,3,4
187,4,1,0,3,2
188,1,3,4,2,0
189,4,2,1,3,0
190,3,2,1,4,0
191,2,4,1,0,3
192,0,3,1,4,2
193,1,0,3,4,2
194,2,3,1,0,4
195,2,0,4,3,1
196,4,1,3,2,0
197,1,0,3,2,4
198,1,4,3,2,0
199,4,0,3,2,1
200,4,2,3,1,0
201,4,2,0,3,1
