student_id,pref_0,pref_1,pref_2,pref_3,pref_4
0,0,1,3,2,4
1,3,2,1,0,4
2,1,0,4,2,3
3,4,1,3,0,2
4,0,3,4,1,2
5,2,3,0,4,1
6,0,1,4,2,3
7,2,4,0,3,1
8,3,0,2,1,4
9,0,1,3,4,2
10,0,3,4,2,1
11,2,1,3,4,0
12,4,0,2,3,1
13,3,0,1,4,2
14,2,4,0,1,3
15,3,4,2,0,1
16,2,1,3,4,0
17,4,0,1,3,2
18,4,1,0,3,2
19,0,3,1,4,2
20,4,1,0,2,3
21,4,1,3,0,2
22,0,4,1,3,2
23,3,0,4,1,2
24,4,0,2,3,1
25,3,0,4,2,1
26,2,1,0,3,4
27,3,4,2,1,0
28,4,0,3,1,2
29,0,3,2,1,4
30,0,1,3,2,4
31,4,3,0,1,2
32,3,2,4,0,1
33,3,0,4,2,1
34,1,4,2,0,3
35,0,2,3,1,4
36,4,0,3,1,2
37,4,3,0,1,2
38,4,2,3,0,1
39,3,1,4,2,0
40,3,2,4,1,0
41,0,1,3,2,4
42,2,1,0,4,3
43,4,0,1,2,3
44,4,2,0,1,3
45,2,4,1,3,0
46,3,1,4,2,0
47,3,2,1,0,4
48,3,0,2,1,4
49,4,3,0,1,2
50,2,4,3,0,1
51,3,0,2,4,1
52,0,3,1,2,4
53,0,4,1,3,2
54,4,0,3,2,1
55,4,2,3,1,0
56,1,3,4,2,0
57,3,4,0,2,1
58,0,2,1,4,3
59,3,1,0,4,2
60,3,0,1,2,4
61,0,2,1,3,4
62,3,4,0,1,2
63,2,3,4,0,1
64,0,3,2,4,1
65,1,3,4,2,0
66,2,1,3,4,0
67,2,1,3,0,4
68,3,4,2,1,0
69,4,2,3,1,0
70,3,1,2,4,0
71,2,0,1,3,4
72,2,4,0,3,1
73,2,0,1,3,4
74,1,0,2,4,3
75,1,3,0,4,2
76,2,4,3,0,1
77,1,2,0,4,3
78,0,2,3,4,1
79,3,1,4,2,0
80,0,1,3,4,2
81,2,3,4,1,0
82,2,1,0,4,3
83,1,2,0,4,3
84,3,0,4,2,1
85,3,0,2,4,1
86,4,2,0,3,1
87,3,1,4,2,0
88,1,3,0,2,4
89,0,2,1,3,4
90,0,1,2,4,3
91,0,2,3,1,4
92,1,2,4,3,0
93,1,2,3,4,0
94,0,4,1,2,3
95,1,0,4,2,3
96,0,4,3,1,2
97,4,2,1,0,3
98,3,2,4,0,1
99,2,4,1,3,0
100,0,3,1,2,4
101,3,4,0,2,1
102,0,3,2,4,1
103,4,2,1,3,0
104,1,0,2,4,3
105,4,0,2,1,3
106,2,1,4,0,3
107,3,1,0,4,2
108,3,1,2,0,4
109,4,0,2,1,3
110,3,4,1,2,0
111,4,2,0,3,1
112,2,4,3,1,0
113,2,1,0,3,4
114,3,2,0,4,1
115,2,4,1,3,0
116,3,4,1,0,2
117,3,1,2,0,4
118,1,0,4,3,2
119,0,4,1,3,2
120,2,0,1,4,3
121,0,1,3,4,2
122,3,0,1,4,2
123,3,0,4,2,1
124,4,0,3,1,2
125,2,4,0,1,3
126,1,2,0,4,3
127,2,0,3,1,4
128,1,3,4,0,2
129,2,4,3,0,1
130,1,3,4,0,2
131,1,4,3,0,2
132,4,3,2,1,0
133,1,2,0,4,3
134,1,3,0,2,4
135,2,3,4,0,1
136,4,0,1,2,3
137,2,4,0,3,1
138,0,1,4,3,2
139,2,3,1,4,0
140,4,1,2,0,3
141,0,3,2,1,4
142,0,3,2,1,4
143,0,4,1,3,2
144,3,4,2,0,1
145,0,2,3,1,4
146,4,2,3,1,0
147,3,2,0,1,4
148,4,0,3,2,1
149,0,2,4,3,1
150,4,1,0,3,2
151,3,2,0,1,4
152,2,0,3,4,1
153,2,1,0,4,3
154,1,0,4,3,2
155,0,4,1,3,2
156,4,3,2,1,0
157,1,4,2,3,0
158,3,2,0,1,4
159,3,2,0,4,1
160,4,3,0,2,1
161,3,1,4,2,0
162,2,3,0,4,1
163,1,2,3,4,0
164,3,4,0,1,2
165,4,2,0,1,3
166,3,1,2,4,0
167,0,2,4,1,3
168,1,4,2,3,0
169,2,0,4,1,3
170,4,1,0,2,3
171,2,1,0,3,4
172,4,3,1,2,0
173,0,2,3,4,1
174,0,4,1,3,2
175,4,2,3,0,1
176,2,3,0,1,4
177,4,2,3,1,0
178,3,0,4,1,2
179,1,3,2,4,0
180,4,1,2,0,3
181,0,4,3,1,2
182,3,0,4,2,1
183,2,3,0,1,4
184,0,3,2,4,1
185,1,4,2,3,0
186,4,2,0,1,3
187,2,0,3,4,1
188,1,3,4,0,2
189,3,4,1,2,0
190,3,0,2,4,1
191,4,3,1,2,0
192,0,1,3,2,4
193,3,2,0,4,1
194,2,0,1,3,4
195,4,0,1,2,3
196,4,2,3,1,0
197,3,2,1,4,0
198,2,4,1,0,3
199,1,3,4,2,0
200,1,3,2,4,0
201,1,3,2,4,0
202,3,0,2,1,4
203,0,3,4,2,1
204,0,4,2,3,1
205,2,4,3,1,0
206,3,2,4,1,0
