student_id,pref_0,pref_1,pref_2,pref_3,pref_4
0,3,0,4,2,1
1,1,4,2,3,0
2,2,1,3,0,4
3,2,3,1,4,0
4,1,2,0,3,4
5,0,4,1,2,3
6,0,1,4,2,3
7,1,2,3,4,0
8,2,3,1,0,4
9,0,2,4,3,1
10,1,0,4,2,3
11,0,2,4,1,3
12,4,3,0,2,1
13,4,0,3,2,1
14,1,3,4,0,2
15,1,3,0,4,2
16,0,1,2,3,4
17,1,0,3,4,2
18,3,1,4,0,2
19,0,2,1,4,3
20,4,3,2,0,1
21,4,3,1,2,0
22,0,1,4,2,3
23,4,2,3,1,0
24,1,3,2,0,4
25,4,2,1,0,3
26,4,1,2,3,0
27,2,3,1,0,4
28,3,0,1,4,2
29,4,0,3,1,2
30,2,3,1,4,0
31,4,2,0,1,3
32,4,1,2,3,0
33,1,2,0,3,4
34,2,3,0,1,4
35,2,1,4,0,3
36,1,4,0,3,2
37,0,4,1,2,3
38,2,4,1,3,0
39,0,2,1,3,4
40,0,1,2,4,3
41,3,2,4,0,1
42,2,4,1,3,0
43,3,4,1,0,2
44,4,2,1,3,0
45,4,1,3,2,0
46,3,2,4,1,0
47,1,2,3,4,0
48,1,0,3,2,4
49,4,0,3,2,1
50,4,0,2,1,3
51,3,0,1,4,2
52,3,0,2,4,1
53,3,4,1,2,0
54,3,4,2,1,0
55,2,3,0,4,1
56,1,4,2,3,0
57,0,4,1,3,2
58,0,4,3,2,1
59,1,4,0,2,3
60,1,2,0,3,4
61,3,1,0,4,2
62,1,2,3,4,0
63,2,0,3,1,4
64,0,3,2,1,4
65,4,1,2,3,0
66,3,2,1,0,4
67,4,2,0,3,1
68,2,3,1,0,4
69,4,0,2,1,3
70,1,0,3,2,4
71,0,2,1,4,3
72,4,0,2,1,3
73,1,4,3,2,0
74,4,3,0,1,2
75,1,3,2,0,4
76,4,2,0,1,3
77,0,1,4,2,3
78,0,2,3,1,4
79,2,3,1,4,0
80,4,0,2,1,3
81,2,1,4,3,0
82,0,1,4,3,2
83,0,1,4,2,3
84,4,0,1,2,3
85,4,0,2,3,1
86,4,3,1,2,0
87,1,0,4,2,3
88,3,4,0,1,2
89,1,0,4,2,3
90,0,1,3,2,4
91,2,0,3,1,4
92,3,4,1,0,2
93,1,2,4,3,0
94,3,1,2,4,0
95,0,4,1,3,2
96,0,1,2,3,4
97,4,0,1,3,2
98,2,3,4,1,0
99,2,1,0,4,3
100,0,2,3,1,4
101,1,4,2,0,3
102,1,0,4,2,3
103,1,3,0,2,4
104,4,3,0,2,1
105,2,4,1,3,0
106,2,0,4,3,1
107,0,4,2,3,1
108,2,1,3,0,4
109,2,0,3,4,1
110,4,1,2,0,3
111,1,3,2,0,4
112,3,0,1,4,2
113,2,4,1,0,3
114,4,3,0,2,1
115,2,3,4,1,0
116,0,1,4,2,3
117,0,4,2,1,3
118,4,3,2,1,0
119,0,1,2,3,4
120,1,0,2,3,4
121,0,1,4,3,2
122,3,1,2,4,0
123,4,0,3,1,2
124,4,2,0,3,1
125,2,4,3,0,1
126,1,2,3,4,0
127,4,0,3,1,2
128,2,1,4,3,0
129,2,1,0,4,3
130,1,2,3,0,4
131,3,1,0,2,4
132,4,3,2,0,1
133,2,0,4,3,1
134,4,2,3,0,1
135,0,2,4,3,1
136,3,0,1,2,4
137,1,0,3,2,4
138,4,1,0,3,2
139,2,1,0,3,4
140,4,0,1,2,3
141,2,1,4,0,3
142,2,0,1,4,3
143,0,4,1,2,3
144,2,1,4,3,0
145,1,4,3,0,2
146,0,3,4,2,1
147,1,0,3,4,2
148,0,1,2,3,4
149,1,0,2,4,3
150,4,0,2,1,3
151,0,4,2,3,1
152,1,2,3,4,0
153,2,1,3,4,0
154,3,2,0,1,4
155,2,3,1,4,0
