student_id,pref_0,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6,pref_7,pref_8,pref_9
0,2,3,1,0,8,7,6,5,4,9
1,8,9,6,7,5,0,4,3,1,2
2,5,4,3,6,1,9,0,8,7,2
3,9,8,5,7,6,0,1,2,4,3
4,0,2,3,6,5,1,8,4,7,9
5,2,5,1,7,4,0,9,8,6,3
6,7,6,9,2,8,3,1,0,5,4
7,5,4,7,0,2,9,1,3,8,6
8,2,4,9,0,1,6,8,5,7,3
9,7,9,3,1,4,5,0,2,8,6
10,0,9,6,7,1,3,4,8,5,2
11,7,3,8,2,6,9,5,4,0,1
12,4,2,7,1,5,9,8,3,0,6
13,1,8,6,0,4,9,2,3,5,7
14,8,3,7,4,5,6,2,9,0,1
15,1,4,7,5,0,3,2,6,9,8
16,6,0,3,5,1,8,9,2,7,4
17,6,1,0,9,7,8,5,4,3,2
18,3,8,2,1,7,9,6,0,5,4
19,6,0,3,4,7,5,1,8,2,9
20,2,5,0,4,1,8,3,7,6,9
21,7,5,3,9,6,1,4,2,0,8
22,0,7,5,9,8,4,3,1,6,2
23,5,9,0,2,3,7,8,6,4,1
24,5,4,0,1,2,8,7,9,3,6
25,7,1,0,9,4,5,8,6,3,2
26,3,6,4,7,1,5,8,9,0,2
27,1,5,8,7,6,9,0,2,3,4
28,5,4,8,1,6,3,7,9,2,0
29,6,4,9,2,7,0,8,5,3,1
30,8,4,2,0,5,9,1,7,3,6
31,7,8,4,3,6,5,0,1,2,9
32,9,3,5,7,6,2,8,1,0,4
33,9,5,7,0,1,4,6,2,3,8
34,4,9,5,1,3,7,2,0,8,6
35,0,7,9,4,2,5,1,8,3,6
36,6,7,3,1,5,0,4,9,2,8
37,0,7,9,2,5,1,8,4,3,6
38,6,3,1,5,8,7,9,4,2,0
39,4,7,5,8,1,0,9,6,3,2
40,9,3,6,7,0,5,8,4,1,2
41,6,7,8,3,2,9,5,4,1,0
42,9,6,2,8,7,1,3,0,4,5
43,6,0,4,1,8,2,5,3,9,7
44,2,6,5,1,0,8,4,7,9,3
45,9,5,3,7,8,2,4,0,1,6
46,7,8,3,6,2,1,9,0,4,5
47,5,7,6,1,4,9,8,0,2,3
48,6,8,3,9,2,0,4,5,1,7
49,3,0,5,9,6,1,2,4,8,7
50,6,0,9,3,2,1,5,8,4,7
51,7,6,3,0,1,5,8,2,4,9
52,5,9,7,6,2,3,8,1,0,4
53,0,6,2,4,5,3,9,7,8,1
54,2,0,9,5,3,4,8,7,1,6
55,3,7,9,4,5,0,6,8,2,1
56,9,3,6,2,5,0,1,4,8,7
57,9,7,6,3,4,2,1,8,0,5
58,3,8,6,7,0,9,5,2,1,4
59,7,6,9,0,2,4,3,1,8,5
60,3,6,2,9,8,0,7,4,5,1
61,2,9,7,8,1,6,3,5,4,0
62,8,9,0,6,2,4,1,7,5,3
63,9,3,1,2,4,0,5,7,8,6
64,2,5,3,4,8,0,9,1,6,7
65,1,9,7,5,8,6,0,4,2,3
66,1,2,8,5,9,7,4,6,0,3
67,0,5,1,9,7,3,4,8,6,2
68,2,1,4,5,3,9,6,8,0,7
69,4,3,5,1,6,8,2,9,7,0
70,3,5,2,6,0,7,8,1,4,9
71,5,4,6,9,3,7,2,1,8,0
72,7,1,0,6,5,4,3,9,2,8
73,6,8,5,7,9,4,3,1,0,2
74,7,5,2,6,8,4,9,0,3,1
75,8,4,9,7,1,2,0,5,3,6
76,0,6,5,4,7,8,1,3,9,2
77,3,8,5,2,6,9,0,7,4,1
78,7,0,1,4,5,2,3,8,9,6
79,3,2,9,6,8,0,4,7,1,5
80,7,6,0,3,9,1,5,4,2,8
81,6,2,3,7,5,8,1,4,9,0
82,1,4,5,8,7,3,9,0,2,6
83,6,1,7,3,0,5,4,9,2,8
84,3,6,4,9,5,0,2,1,8,7
85,5,6,7,9,0,4,3,8,2,1
86,8,4,0,2,6,5,9,7,3,1
87,6,3,2,7,1,8,5,9,0,4
88,4,1,6,2,0,3,7,5,8,9
89,5,2,4,0,6,1,7,3,9,8
90,5,9,0,6,1,2,4,7,3,8
91,2,1,4,3,7,8,6,0,9,5
92,8,4,7,2,3,5,6,1,9,0
93,0,4,2,7,3,9,1,5,8,6
94,4,6,2,0,9,3,7,1,5,8
95,0,1,8,2,6,9,5,4,3,7
96,4,3,7,8,2,5,6,9,1,0
97,1,5,0,2,7,9,6,4,3,8
98,7,6,9,2,0,8,1,5,3,4
99,7,2,5,6,0,8,3,9,4,1
